"y" "x" "state"
"1" -0.033986011087466 -0.558059177361429 1
"2" 1.04038300053026 -0.353725768160075 1
"3" 0.780207625316232 -0.685207101050764 1
"4" 0.690461920602465 -0.293604858685285 1
"5" 3.37299098114473 0.439255239907652 1
"6" 0.329642497288031 -0.664044086355716 1
"7" 2.92721568189507 0.819362196139991 1
"8" 1.80099898294446 0.571679189801216 1
"9" 0.944553716727811 0.182037057355046 1
"10" 1.11409176659897 0.092724543530494 1
"11" 3.67339055287015 0.771946475841105 1
"12" 3.19964383626835 0.721097563393414 1
"13" 1.69525221993004 -0.0237817354500294 1
"14" 1.69321032495465 0.380263764411211 1
"15" 2.99355658583531 0.624432646669447 1
"16" 1.06942987552641 -0.758470024447888 1
"17" 3.5305002971093 0.977640156168491 1
"18" 0.324997981232163 -0.585800131317228 1
"19" -0.746645598170132 -0.930541366804391 1
"20" 0.768993712856494 -0.279775843024254 1
"21" 0.997052509918128 -0.136591517366469 1
"22" 3.06236583072118 0.710144683718681 1
"23" -0.119811241611338 -0.772247563116252 1
"24" 2.93202306539028 0.757757815066725 1
"25" 0.463180914827057 -0.16855245269835 1
"26" 0.964627844363417 -0.221352426335216 1
"27" 0.219562920486985 -0.260188141837716 1
"28" -0.494279045360791 -0.888668811414391 1
"29" 0.945695412898793 -0.127502657007426 1
"30" 1.26694519251662 0.438566183671355 1
"31" 1.56037448574909 -0.454372037667781 1
"32" 2.28676194829129 0.850186949595809 1
"33" 1.19932403283382 -0.245837994851172 1
"34" 2.4436465311225 0.665835591033101 1
"35" 2.54083598771001 0.486006662715226 1
"36" 0.364097398175763 -0.238167092669755 1
"37" 3.25493410039583 0.995249281637371 1
"38" 0.625501060708668 -0.602324865758419 1
"39" 0.61504406292493 -0.955295773223042 1
"40" 1.24431651817907 -0.0585179678164423 1
"41" 2.62953901465346 0.773697965312749 1
"42" 1.20450906540323 -0.285135921556503 1
"43" 1.02317742585091 -0.280858984682709 1
"44" 1.43722974416207 0.129894349258393 1
"45" 1.14423018366349 -0.266330714803189 1
"46" 0.633502369746672 -0.642429108265787 1
"47" 3.1337293776257 0.427739173639566 1
"48" 1.0492711812555 -0.0452745240181684 1
"49" 2.41749627089283 0.727799860294908 1
